season,player_id,player_name,position,team_2025,rush_attempts,rushing_yards,rushing_tds,receive_attempts,receptions,receiving_yards,receiving_tds,receiving_yards_after_catch,passing_tds,completions,attempts,passing_yards,games_played,completion_rate,avg_yds_per_carry,avg_yds_after_catch,TD,player_name_roster,pos_roster,exp,jersey_number,status,games_played_total_career,seasons_in_data,avg_games_played_per_szn,run_plays,pass_plays,total_plays,odd_run,odd_throw,strength_o_line,avg_team_time_on_offense,strength_of_schedule_calc,BYE,division,stadium_type,strength_of_qb,headshot_url,espn_id,image_url
2022,00-0033319,N.Mullens,QB,MIN,4,8.0,0,0,0,0.0,0,0.0,1,21,25,224.0,4,0.84,2.0,,1,Nick Mullens,QB,5.0,12.0,ACT,33,7,4.714285714285714,396.0,774.0,1170.0,0.33846155,0.6615385,61.266075,65.0,0.4668252876199212,7.0,NFC North,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpchc6rhn3xclnzjkktl",3059989,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpchc6rhn3xclnzjkktl"
2023,00-0033319,N.Mullens,QB,MIN,10,25.0,0,0,0,0.0,0,0.0,7,100,148,1306.0,5,0.6756756756756757,2.5,,7,Nick Mullens,QB,6.0,12.0,ACT,33,7,4.714285714285714,354.0,709.0,1063.0,0.33301976,0.66698027,56.138897,62.52941176470589,0.5089060598439582,13.0,NFC North,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ocu10coxszfcauzh406s",3059989,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ocu10coxszfcauzh406s"
2024,00-0033319,N.Mullens,QB,MIN,3,-2.0,0,0,0,0.0,0,0.0,0,2,2,38.0,4,1.0,-0.6666666666666666,,0,Nick Mullens,QB,7.0,12.0,ACT,33,7,4.714285714285714,423.0,677.0,1100.0,0.38454545,0.61545455,38.288708,61.11111111111112,0.4694033558842641,6.0,NFC North,indoor,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkbzegq3t29ean26xyp0",3059989,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkbzegq3t29ean26xyp0"
2023,00-0037317,N.Muse,TE,MIN,0,0.0,0,1,1,22.0,0,10.0,0,0,0,0.0,1,,,10.0,0,Nick Muse,TE,1.0,34.0,ACT,1,1,1.0,354.0,709.0,1063.0,0.33301976,0.66698027,56.138897,62.52941176470589,0.5089060598439582,13.0,NFC North,indoor,0.6623371276453089,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hu9fbiwxiagp4cz3b8ye",4249624,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hu9fbiwxiagp4cz3b8ye"
2018,00-0032117,N.O'Leary,TE,MIA,0,0.0,0,10,8,86.0,1,65.0,0,0,0,0.0,5,,,8.125,1,Nick O'Leary,TE,3.0,83.0,ACT,21,2,10.5,349.0,517.0,866.0,0.40300232,0.5969977,24.558413,54.125,0.4648585311317509,11.0,AFC East,outdoor,0.6385836135487575,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkyr7qklp9yow52npnkc",2576804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkyr7qklp9yow52npnkc"
2019,00-0032117,N.O'Leary,TE,JAX,0,0.0,0,13,9,72.0,1,21.0,0,0,0,0.0,8,,,2.333333333333333,1,Nick O'Leary,TE,4.0,86.0,INA,21,2,10.5,326.0,690.0,1016.0,0.32086614,0.67913383,61.131565,63.5,0.4841747828517372,10.0,AFC South,outdoor,0.6322513184215313,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkyr7qklp9yow52npnkc",2576804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkyr7qklp9yow52npnkc"
2019,00-0032117,N.O'Leary,TE,MIA,0,0.0,0,5,4,37.0,0,18.0,0,0,0,0.0,8,,,4.5,0,,,,,,21,2,10.5,300.0,714.0,1014.0,0.295858,0.70414203,42.377514,63.375,0.4689797794117647,5.0,AFC East,outdoor,0.5758160020468585,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkyr7qklp9yow52npnkc",2576804,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkyr7qklp9yow52npnkc"
2018,00-0028093,N.Paul,TE,JAX,1,-3.0,0,13,10,98.0,0,32.0,0,0,0,0.0,5,,-3.0,3.2,0,Niles Paul,TE,7.0,81.0,CUT,5,1,5.0,356.0,645.0,1001.0,0.35564435,0.64435565,41.513588,62.5625,0.5401294289645683,9.0,AFC South,outdoor,0.6259163146629287,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c2hufhhjyuitenxujhpz",14156,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c2hufhhjyuitenxujhpz"
2018,00-0033958,N.Peterman,QB,BUF,10,50.0,1,0,0,0.0,0,0.0,1,44,81,296.0,4,0.5432098765432098,5.0,,2,,,,,,10,5,2.0,404.0,597.0,1001.0,0.4035964,0.5964036,53.941257,62.5625,0.5155121259029928,11.0,AFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eixg0gbbzejn3c14lsz4",2972236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eixg0gbbzejn3c14lsz4"
2020,00-0033958,N.Peterman,QB,LV,1,9.0,0,0,0,0.0,0,0.0,0,3,5,25.0,1,0.6,9.0,,0,Nathan Peterman,QB,3.0,3.0,INA,10,5,2.0,421.0,603.0,1024.0,0.4111328,0.5888672,74.42612,64.0,0.5318519951840385,6.0,AFC West,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o9jemxlnuzgdqrtto33y",2972236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o9jemxlnuzgdqrtto33y"
2021,00-0033958,N.Peterman,QB,LV,2,2.0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,,1.0,,0,Nathan Peterman,QB,4.0,3.0,DEV,10,5,2.0,399.0,743.0,1142.0,0.34938705,0.65061295,63.890923,63.44444444444444,0.5103952692187986,8.0,AFC West,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rwphu9taxcurtoa2fynd",2972236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rwphu9taxcurtoa2fynd"
2022,00-0033958,N.Peterman,QB,CHI,2,7.0,0,0,0,0.0,0,0.0,1,14,25,139.0,3,0.56,3.5,,1,Nathan Peterman,QB,5.0,14.0,ACT,10,5,2.0,476.0,509.0,985.0,0.48324874,0.5167513,12.246025,57.94117647058823,0.554348529917643,14.0,NFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owifll49p0mmsjgf7rhn",2972236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owifll49p0mmsjgf7rhn"
2023,00-0033958,N.Peterman,QB,CHI,2,-4.0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,,-2.0,,0,Nathan Peterman,QB,6.0,14.0,ACT,10,5,2.0,468.0,621.0,1089.0,0.42975205,0.57024795,43.038048,64.05882352941177,0.4642693816432662,13.0,NFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owifll49p0mmsjgf7rhn",2972236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owifll49p0mmsjgf7rhn"
2024,00-0038519,N.Remigio,WR,KC,0,0.0,0,6,2,48.0,0,14.0,0,0,0,0.0,1,,,7.0,0,Nikko Remigio,WR,1.0,81.0,ACT,1,1,1.0,438.0,790.0,1228.0,0.35667753,0.64332247,56.569695,61.4,0.5115963929431422,6.0,AFC West,outdoor,0.6523858592263792,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zyfiv72fmfh3unajdnu0",4372716,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zyfiv72fmfh3unajdnu0"
2018,00-0032120,N.Sterling,TE,NYJ,0,0.0,0,8,6,47.0,0,29.0,0,0,0,0.0,4,,,4.833333333333333,0,Neal Sterling,TE,3.0,85.0,RES,4,1,4.0,378.0,580.0,958.0,0.39457202,0.605428,58.43902,59.875,0.5000147811317509,11.0,AFC East,outdoor,0.5613746157224417,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zeft21ybfc5pjye3lmq2",2513770,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zeft21ybfc5pjye3lmq2"
2018,00-0032792,N.Sudfeld,QB,PHI,2,-2.0,0,0,0,0.0,0,0.0,1,1,2,22.0,2,0.5,-1.0,,1,Nate Sudfeld,QB,2.0,7.0,ACT,5,3,1.6666666666666667,411.0,727.0,1138.0,0.36115992,0.6388401,65.25153,63.22222222222222,0.5329890971983335,9.0,NFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ht4csu3xpuz32mshh8tc",2979501,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ht4csu3xpuz32mshh8tc"
2020,00-0032792,N.Sudfeld,QB,PHI,2,12.0,0,0,0,0.0,0,0.0,0,5,12,32.0,1,0.4166666666666667,6.0,,0,Nate Sudfeld,QB,4.0,7.0,ACT,5,3,1.6666666666666667,358.0,717.0,1075.0,0.33302325,0.66697675,33.699024,67.1875,0.5190461601307189,9.0,NFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntcaicqnic6xas4ntacp",2979501,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntcaicqnic6xas4ntacp"
2022,00-0032792,N.Sudfeld,QB,DET,5,-4.0,0,0,0,0.0,0,0.0,0,0,0,0.0,2,,-0.8,,0,Nate Sudfeld,QB,6.0,10.0,ACT,5,3,1.6666666666666667,454.0,627.0,1081.0,0.4199815,0.5800185,81.938614,63.588235294117645,0.518699285699832,6.0,NFC North,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkdg1jfalmidumbnte9b",2979501,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkdg1jfalmidumbnte9b"
2020,00-0036005,N.Togiai,TE,IND,0,0.0,0,1,0,0.0,0,0.0,0,0,0,0.0,1,,,,0,Noah Togiai,TE,0.0,86.0,INA,2,2,1.0,467.0,621.0,1088.0,0.42922795,0.57077205,86.04723,64.0,0.4483042959185738,7.0,AFC South,indoor,0.4611629881154499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hond5zjnw3menownch6r",3930298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hond5zjnw3menownch6r"
2022,00-0036005,N.Togiai,TE,PHI,0,0.0,0,1,0,0.0,0,0.0,0,0,0,0.0,1,,,,0,Noah Togiai,TE,2.0,83.0,DEV,2,2,1.0,594.0,720.0,1314.0,0.4520548,0.5479452,55.79249,65.7,0.4956776745786033,7.0,NFC East,outdoor,0.6221976330222265,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/evxzsdrwsxqg5jobzl0r",3930298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/evxzsdrwsxqg5jobzl0r"
2018,00-0032394,N.Vannett,TE,SEA,0,0.0,0,45,30,274.0,3,142.0,0,0,0,0.0,16,,,4.733333333333333,3,Nick Vannett,TE,2.0,81.0,ACT,83,7,11.857142857142858,514.0,529.0,1043.0,0.4928092,0.5071908,26.659733,61.35294117647059,0.4787644934134645,7.0,NFC West,outdoor,0.6563876651982379,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpdwiclht67qphzmyruz",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpdwiclht67qphzmyruz"
2019,00-0032394,N.Vannett,TE,PIT,0,0.0,0,17,13,128.0,0,63.0,0,0,0,0.0,13,,,4.846153846153846,0,Nick Vannett,TE,3.0,88.0,ACT,83,7,11.857142857142858,362.0,562.0,924.0,0.3917749,0.6082251,64.751114,57.75,0.4857698013415892,7.0,AFC North,outdoor,0.6038080854135796,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpdwiclht67qphzmyruz",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpdwiclht67qphzmyruz"
2019,00-0032394,N.Vannett,TE,SEA,0,0.0,0,5,4,38.0,0,3.0,0,0,0,0.0,13,,,0.75,0,,,,,,83,7,11.857142857142858,458.0,687.0,1145.0,0.4,0.6,44.799603,63.61111111111112,0.5306886156021863,11.0,NFC West,outdoor,0.658578856152513,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpdwiclht67qphzmyruz",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpdwiclht67qphzmyruz"
2020,00-0032394,N.Vannett,TE,DEN,0,0.0,0,21,14,95.0,1,64.0,0,0,0,0.0,11,,,4.571428571428571,1,Nick Vannett,TE,4.0,88.0,ACT,83,7,11.857142857142858,405.0,616.0,1021.0,0.39666992,0.6033301,69.34818,63.8125,0.5577404755761954,5.0,AFC West,outdoor,0.5984128103837473,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cgrqnzt650pohyotv4ww",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cgrqnzt650pohyotv4ww"
2021,00-0032394,N.Vannett,TE,NO,0,0.0,0,15,9,133.0,1,92.0,0,0,0,0.0,7,,,10.22222222222222,1,Nick Vannett,TE,5.0,81.0,ACT,83,7,11.857142857142858,459.0,581.0,1040.0,0.44134617,0.55865383,58.540142,61.1764705882353,0.4971569639207592,6.0,NFC South,indoor,0.5866549372866078,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul"
2022,00-0032394,N.Vannett,TE,NO,0,0.0,0,2,2,13.0,0,3.0,0,0,0,0.0,5,,,1.5,0,,,,,,83,7,11.857142857142858,441.0,564.0,1005.0,0.43880597,0.561194,55.139317,59.11764705882353,0.4955351180719965,14.0,NFC South,indoor,0.6618866005593694,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul"
2022,00-0032394,N.Vannett,TE,NYG,0,0.0,0,7,4,42.0,0,29.0,0,0,0,0.0,5,,,7.25,0,Nick Vannett,TE,6.0,89.0,ACT,83,7,11.857142857142858,484.0,709.0,1193.0,0.4056999,0.5943001,43.14891,62.78947368421053,0.5340883167671501,9.0,NFC East,outdoor,0.6638888888888889,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul"
2023,00-0032394,N.Vannett,TE,LAC,0,0.0,0,1,1,3.0,0,0.0,0,0,0,0.0,1,,,0.0,0,Nick Vannett,TE,7.0,83.0,ACT,83,7,11.857142857142858,381.0,715.0,1096.0,0.34762773,0.65237224,61.803616,64.47058823529412,0.5298216706703321,5.0,AFC West,outdoor,0.6446234119782215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul",2576399,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cccwwxb6tvsfhm3ylqul"
2024,00-0032394,N.Vannett,TE,TEN,0,0.0,0,20,17,135.0,3,110.0,0,0,0,0.0,12,,,6.470588235294118,3,Nick Vannett,TE,8.0,84.0,ACT,83,7,11.857142857142858,415.0,615.0,1030.0,0.40291262,0.5970874,39.319504,60.588235294117645,0.5103836581072058,5.0,AFC South,outdoor,0.6357900565366905,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp",2576399,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp"
2022,00-0035621,N.Webster,WR,CHI,0,0.0,0,3,2,14.0,0,4.0,0,0,0,0.0,1,,,2.0,0,Nsimba Webster,WR,3.0,83.0,DEV,1,1,1.0,476.0,509.0,985.0,0.48324874,0.5167513,12.246025,57.94117647058823,0.554348529917643,14.0,NFC North,outdoor,0.4976741654571843,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ozrgm6uydeeuyh0ropgj",3119317,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ozrgm6uydeeuyh0ropgj"
2020,00-0036182,N.Westbrook-Ikhine,WR,TEN,0,0.0,0,10,5,50.0,0,7.0,0,0,0,0.0,9,,,1.4,0,Nick Westbrook,WR,0.0,15.0,ACT,66,5,13.2,512.0,561.0,1073.0,0.47716683,0.52283317,74.50779,63.11764705882353,0.4691376292519071,4.0,AFC South,outdoor,0.4950690335305719,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk4amzs8h1wtqr60gvrr",3929785,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nk4amzs8h1wtqr60gvrr"
2021,00-0036182,N.Westbrook-Ikhine,WR,TEN,0,0.0,0,58,38,476.0,4,144.0,0,0,0,0.0,16,,,3.789473684210526,4,Nick Westbrook-Ikhine,WR,1.0,15.0,ACT,66,5,13.2,544.0,628.0,1172.0,0.4641638,0.53583616,46.797688,65.11111111111111,0.4759685160613953,13.0,AFC South,outdoor,0.6702702702702703,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qkfbmmwufx3fmqd9cth9",3929785,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qkfbmmwufx3fmqd9cth9"
2022,00-0036182,N.Westbrook-Ikhine,WR,TEN,0,0.0,0,50,25,397.0,3,107.0,0,0,0,0.0,15,,,4.28,3,Nick Westbrook-Ikhine,WR,2.0,15.0,ACT,66,5,13.2,450.0,529.0,979.0,0.4596527,0.5403473,31.882746,57.588235294117645,0.4938292964244521,6.0,AFC South,outdoor,0.5829132359122716,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrpe7w9vvgasgkyemixa",3929785,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrpe7w9vvgasgkyemixa"
2023,00-0036182,N.Westbrook-Ikhine,WR,TEN,0,0.0,0,45,28,370.0,3,107.0,0,0,0,0.0,13,,,3.821428571428572,3,Nick Westbrook-Ikhine,WR,3.0,15.0,RES,66,5,13.2,408.0,576.0,984.0,0.41463414,0.58536583,14.859611,57.88235294117647,0.5134260102389769,7.0,AFC South,outdoor,0.6773799374822392,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/orgr5wnkiabp4s03aqj3",3929785,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/orgr5wnkiabp4s03aqj3"
2024,00-0036182,N.Westbrook-Ikhine,WR,TEN,0,0.0,0,60,32,497.0,9,124.0,0,0,0,0.0,13,,,3.875,9,Nick Westbrook-Ikhine,WR,4.0,15.0,ACT,66,5,13.2,415.0,615.0,1030.0,0.40291262,0.5970874,39.319504,60.588235294117645,0.5103836581072058,5.0,AFC South,outdoor,0.6357900565366905,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rt9ic9wzwl2pevlxt1nd",3929785,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rt9ic9wzwl2pevlxt1nd"
2018,00-0029848,N.Williams,WR,LA,0,0.0,0,3,2,17.0,0,5.0,0,0,0,0.0,3,,,2.5,0,Nick Williams,WR,5.0,15.0,CUT,6,1,6.0,508.0,735.0,1243.0,0.40868866,0.59131134,69.57601,65.42105263157895,0.5018874585845419,12.0,NFC West,outdoor,0.6504247876061968,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzbqirh5sxfjtmmnrupw",16345,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzbqirh5sxfjtmmnrupw"
2018,00-0029848,N.Williams,WR,TEN,0,0.0,0,2,0,0.0,0,0.0,0,0,0,0.0,3,,,,0,,,,,,6,1,6.0,411.0,519.0,930.0,0.44193548,0.5580645,33.788116,58.125,0.5104878848469212,8.0,AFC South,outdoor,0.6463910741527326,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzbqirh5sxfjtmmnrupw",16345,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzbqirh5sxfjtmmnrupw"
2018,00-0031235,O.Beckham,WR,NYG,5,19.0,0,124,77,1052.0,6,315.0,2,2,2,106.0,12,1.0,3.8,4.090909090909091,8,Odell Beckham,WR,4.0,13.0,ACT,95,6,15.833333333333334,347.0,638.0,985.0,0.35228425,0.64771575,49.3446,61.5625,0.5164164624183006,9.0,NFC East,outdoor,0.3298611111111111,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yzjnhcodduxtsqobvmpe",16733,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yzjnhcodduxtsqobvmpe"
2019,00-0031235,O.Beckham,WR,CLE,3,10.0,0,134,75,1091.0,5,364.0,0,1,2,20.0,16,0.5,3.333333333333333,4.8533333333333335,5,Odell Beckham,WR,5.0,13.0,ACT,95,6,15.833333333333334,370.0,597.0,967.0,0.38262668,0.61737335,53.941257,60.4375,0.518047761867905,7.0,AFC North,outdoor,0.297196261682243,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yzjnhcodduxtsqobvmpe",16733,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yzjnhcodduxtsqobvmpe"
2020,00-0031235,O.Beckham,WR,CLE,3,72.0,1,43,23,319.0,3,46.0,0,1,1,18.0,7,1.0,24.0,2.0,4,Odell Beckham,WR,6.0,13.0,RES,95,6,15.833333333333334,504.0,622.0,1126.0,0.44760212,0.55239785,77.21316,62.55555555555556,0.4686926671253297,9.0,AFC North,outdoor,0.5632854578096949,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tdmjzyhxihazjteaxhiq",16733,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tdmjzyhxihazjteaxhiq"
2021,00-0031235,O.Beckham,WR,CLE,2,14.0,0,34,17,232.0,0,48.0,0,0,0,0.0,18,,7.0,2.823529411764706,0,,,,,,95,6,15.833333333333334,443.0,600.0,1043.0,0.42473635,0.5752637,41.977657,61.35294117647059,0.5000109847860713,13.0,AFC North,outdoor,0.6415692007797271,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dw6kneiq5flxfw0m6rf3",16733,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dw6kneiq5flxfw0m6rf3"
2021,00-0031235,O.Beckham,WR,LA,0,0.0,0,74,48,593.0,7,184.0,0,1,1,40.0,18,1.0,,3.8333333333333335,7,Odell Beckham,WR,7.0,3.0,ACT,95,6,15.833333333333334,504.0,805.0,1309.0,0.38502672,0.61497325,73.662445,62.333333333333336,0.504073442242394,11.0,NFC West,outdoor,0.4637314439946018,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dw6kneiq5flxfw0m6rf3",16733,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dw6kneiq5flxfw0m6rf3"
2023,00-0031235,O.Beckham,WR,BAL,0,0.0,0,71,39,599.0,3,157.0,0,0,0,0.0,16,,,4.0256410256410255,3,Odell Beckham Jr.,WR,9.0,3.0,ACT,95,6,15.833333333333334,503.0,684.0,1187.0,0.42375737,0.5762426,52.56095,62.47368421052632,0.5421890639912474,13.0,AFC North,outdoor,0.616148124869055,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etl34lkiscs2lpc4to2f",16733,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etl34lkiscs2lpc4to2f"
2024,00-0031235,O.Beckham,WR,MIA,0,0.0,0,19,9,55.0,0,14.0,0,0,0,0.0,8,,,1.5555555555555556,0,Odell Beckham Jr.,WR,10.0,3.0,CUT,95,6,15.833333333333334,416.0,660.0,1076.0,0.3866171,0.6133829,57.18794,63.294117647058826,0.4137477488415387,6.0,AFC East,outdoor,0.6473066407276933,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v",16733,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ffmalg3wr7lwnsz59i7v"
2018,00-0029414,O.Charles,TE,CLE,0,0.0,0,5,3,23.0,0,24.0,0,0,0,0.0,5,,,8.0,0,Orson Charles,TE,6.0,82.0,RES,5,1,5.0,373.0,643.0,1016.0,0.367126,0.632874,62.76318,63.5,0.498953227124183,11.0,AFC North,outdoor,0.5659888646816751,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/shbtvc2u3xznv47nzvm2",14902,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/shbtvc2u3xznv47nzvm2"
2018,00-0033879,O.Howard,TE,TB,0,0.0,0,48,34,565.0,5,209.0,0,0,0,0.0,10,,,6.147058823529412,5,O.J. Howard,TE,1.0,80.0,RES,48,5,9.6,321.0,728.0,1049.0,0.30600572,0.6939943,65.32288,65.5625,0.5088337418300654,5.0,NFC South,outdoor,0.656084656084656,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wljqvtjgzbcwfkepy13e",3043080,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wljqvtjgzbcwfkepy13e"
2019,00-0033879,O.Howard,TE,TB,0,0.0,0,53,34,459.0,1,150.0,0,0,0,0.0,12,,,4.411764705882353,1,O.J. Howard,TE,2.0,80.0,ACT,48,5,9.6,361.0,711.0,1072.0,0.33675373,0.6632463,56.31063,67.0,0.4875381621947024,7.0,NFC South,outdoor,0.5535143769968052,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wljqvtjgzbcwfkepy13e",3043080,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wljqvtjgzbcwfkepy13e"
2020,00-0033879,O.Howard,TE,TB,0,0.0,0,19,11,146.0,2,17.0,0,0,0,0.0,4,,,1.5454545454545454,2,O.J. Howard,TE,3.0,80.0,RES,48,5,9.6,451.0,796.0,1247.0,0.361668,0.638332,84.79518,62.35,0.5199948400412796,13.0,NFC South,outdoor,0.603442513368984,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o3nbvwnnd0tvn23edcdf",3043080,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o3nbvwnnd0tvn23edcdf"
2021,00-0033879,O.Howard,TE,TB,0,0.0,0,23,16,145.0,1,86.0,0,0,0,0.0,11,,,5.375,1,O.J. Howard,TE,4.0,80.0,ACT,48,5,9.6,402.0,861.0,1263.0,0.3182898,0.68171024,85.10158,66.47368421052632,0.4811745566185846,9.0,NFC South,outdoor,0.6539842873176207,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jllhqmkhnoyxiaexd8ar",3043080,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jllhqmkhnoyxiaexd8ar"
2022,00-0033879,O.Howard,TE,HOU,0,0.0,0,23,10,145.0,2,60.0,0,0,0,0.0,11,,,6.0,2,O.J. Howard,TE,5.0,83.0,INA,48,5,9.6,370.0,641.0,1011.0,0.36597428,0.6340257,62.593353,59.47058823529412,0.4687478500171998,6.0,AFC South,indoor,0.6331156433452884,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlvviyfhdn5fz5p04r95",3043080,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlvviyfhdn5fz5p04r95"
2019,00-0035006,O.Johnson,WR,MIN,1,6.0,0,48,33,311.0,3,77.0,0,0,0,0.0,14,,6.0,2.333333333333333,3,Bisi Johnson,WR,0.0,81.0,ACT,22,2,11.0,502.0,575.0,1077.0,0.46610957,0.5338904,57.92812,59.833333333333336,0.5018215132056721,12.0,NFC North,indoor,0.6299603174603174,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hbzkzporasmgee2kpfyk",3917067,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hbzkzporasmgee2kpfyk"
