season,player_id,player_name,position,team_2025,rush_attempts,rushing_yards,rushing_tds,receive_attempts,receptions,receiving_yards,receiving_tds,receiving_yards_after_catch,passing_tds,completions,attempts,passing_yards,games_played,completion_rate,avg_yds_per_carry,avg_yds_after_catch,TD,player_name_roster,pos_roster,exp,jersey_number,status,games_played_total_career,seasons_in_data,avg_games_played_per_szn,run_plays,pass_plays,total_plays,odd_run,odd_throw,strength_o_line,avg_team_time_on_offense,strength_of_schedule_calc,BYE,division,stadium_type,strength_of_qb,headshot_url,espn_id,image_url
2021,00-0033591,N.Brown,WR,DAL,0,0.0,0,25,16,184.0,0,68.0,0,0,0,0.0,9,,,4.25,0,Noah Brown,WR,4.0,85.0,ACT,64,6,10.666666666666666,455.0,757.0,1212.0,0.37541255,0.6245875,70.95983,67.33333333333333,0.4833467110040897,7.0,NFC East,indoor,0.6579595777977558,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bkkavfank2qmhnhuglcw",3121409,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bkkavfank2qmhnhuglcw"
2022,00-0033591,N.Brown,WR,DAL,0,0.0,0,78,47,594.0,3,162.0,0,0,0,0.0,17,,,3.4468085106382977,3,Noah Brown,WR,5.0,85.0,ACT,64,6,10.666666666666666,551.0,677.0,1228.0,0.44869706,0.5513029,77.74025,64.63157894736842,0.5006418264443359,9.0,NFC East,indoor,0.6230975947211579,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo0v6bxy9vpxtzndba7r",3121409,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo0v6bxy9vpxtzndba7r"
2023,00-0033591,N.Brown,WR,HOU,1,-1.0,0,56,33,567.0,2,223.0,0,0,0,0.0,11,,-1.0,6.757575757575758,2,Noah Brown,WR,6.0,85.0,RES,64,6,10.666666666666666,448.0,717.0,1165.0,0.38454935,0.6154506,56.820095,61.31578947368421,0.4898520811833505,7.0,AFC South,indoor,0.5855513664744617,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skdu8rnw7nwgxdkaonyi",3121409,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skdu8rnw7nwgxdkaonyi"
2024,00-0033591,N.Brown,WR,WAS,0,0.0,0,56,35,453.0,1,83.0,0,0,0,0.0,11,,,2.3714285714285714,1,Noah Brown,WR,7.0,85.0,RES,64,6,10.666666666666666,521.0,787.0,1308.0,0.39831805,0.60168195,53.9981,65.4,0.4818996019460416,14.0,NFC East,outdoor,0.7281144781144782,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nv6ix0p8965yiugsuhwh",3121409,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nv6ix0p8965yiugsuhwh"
2018,00-0034791,N.Chubb,RB,CLE,192,996.0,8,29,20,149.0,2,181.0,0,0,0,0.0,16,,5.1875,9.05,10,Nick Chubb,RB,0.0,24.0,ACT,87,7,12.428571428571429,373.0,643.0,1016.0,0.367126,0.632874,62.76318,63.5,0.498953227124183,11.0,AFC North,outdoor,0.5659888646816751,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mp7o4isx8qzu4l1ju7ti",3128720,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mp7o4isx8qzu4l1ju7ti"
2019,00-0034791,N.Chubb,RB,CLE,299,1513.0,8,49,36,278.0,0,318.0,0,0,0,0.0,16,,5.0602006688963215,8.833333333333334,8,Nick Chubb,RB,1.0,24.0,ACT,87,7,12.428571428571429,370.0,597.0,967.0,0.38262668,0.61737335,53.941257,60.4375,0.518047761867905,7.0,AFC North,outdoor,0.297196261682243,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mp7o4isx8qzu4l1ju7ti",3128720,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mp7o4isx8qzu4l1ju7ti"
2020,00-0034791,N.Chubb,RB,CLE,221,1212.0,12,27,22,223.0,1,218.0,0,0,0,0.0,14,,5.484162895927602,9.909090909090908,13,Nick Chubb,RB,2.0,24.0,ACT,87,7,12.428571428571429,504.0,622.0,1126.0,0.44760212,0.55239785,77.21316,62.55555555555556,0.4686926671253297,9.0,AFC North,outdoor,0.5632854578096949,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m10y1skypqxyvigftdle",3128720,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m10y1skypqxyvigftdle"
2021,00-0034791,N.Chubb,RB,CLE,228,1259.0,8,25,20,174.0,1,183.0,0,0,0,0.0,14,,5.521929824561403,9.15,9,Nick Chubb,RB,3.0,24.0,ACT,87,7,12.428571428571429,443.0,600.0,1043.0,0.42473635,0.5752637,41.977657,61.35294117647059,0.5000109847860713,13.0,AFC North,outdoor,0.6415692007797271,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m10y1skypqxyvigftdle",3128720,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m10y1skypqxyvigftdle"
2022,00-0034791,N.Chubb,RB,CLE,302,1525.0,12,37,27,239.0,1,259.0,0,0,0,0.0,17,,5.049668874172186,9.592592592592592,13,Nick Chubb,RB,4.0,24.0,ACT,87,7,12.428571428571429,484.0,615.0,1099.0,0.44040036,0.55959964,51.29986,64.6470588235294,0.5109472065399947,9.0,AFC North,outdoor,0.6109596684202137,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo",3128720,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo"
2023,00-0034791,N.Chubb,RB,CLE,28,170.0,0,4,4,21.0,0,20.0,0,0,0,0.0,2,,6.071428571428571,5.0,0,Nick Chubb,RB,5.0,24.0,RES,87,7,12.428571428571429,503.0,748.0,1251.0,0.40207833,0.59792167,56.85959,69.5,0.5293142988189428,5.0,AFC North,outdoor,0.5528471719840141,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo",3128720,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo"
2024,00-0034791,N.Chubb,RB,CLE,102,332.0,3,11,5,31.0,1,31.0,0,0,0,0.0,8,,3.2549019607843137,6.2,4,Nick Chubb,RB,6.0,24.0,RES,87,7,12.428571428571429,351.0,770.0,1121.0,0.3131133,0.6868867,38.249825,65.94117647058823,0.5256290958075697,10.0,AFC North,outdoor,0.5697059826365458,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo",3128720,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8ib0haur75wrhqrbtyo"
2021,00-0036554,N.Collins,WR,HOU,0,0.0,0,60,33,446.0,1,131.0,0,0,0,0.0,14,,,3.9696969696969697,1,Nico Collins,WR,0.0,12.0,ACT,55,4,13.75,393.0,613.0,1006.0,0.39065605,0.60934395,51.084877,59.1764705882353,0.4926962735558619,10.0,AFC South,indoor,0.6370896785109983,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qls2a7h4ujxn7m4fj05y",4258173,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qls2a7h4ujxn7m4fj05y"
2022,00-0036554,N.Collins,WR,HOU,0,0.0,0,66,37,481.0,2,143.0,0,0,0,0.0,10,,,3.864864864864865,2,Nico Collins,WR,1.0,12.0,RES,55,4,13.75,370.0,641.0,1011.0,0.36597428,0.6340257,62.593353,59.47058823529412,0.4687478500171998,6.0,AFC South,indoor,0.6331156433452884,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo63xdi05pkyzyggozwg",4258173,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo63xdi05pkyzyggozwg"
2023,00-0036554,N.Collins,WR,HOU,2,11.0,0,126,91,1461.0,9,641.0,0,0,0,0.0,17,,5.5,7.043956043956044,9,Nico Collins,WR,2.0,12.0,ACT,55,4,13.75,448.0,717.0,1165.0,0.38454935,0.6154506,56.820095,61.31578947368421,0.4898520811833505,7.0,AFC South,indoor,0.5855513664744617,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iyfqbpftpdxtwst9wtda",4258173,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iyfqbpftpdxtwst9wtda"
2024,00-0036554,N.Collins,WR,HOU,0,0.0,0,115,80,1209.0,8,432.0,0,0,0,0.0,14,,,5.4,8,Nico Collins,WR,3.0,12.0,ACT,55,4,13.75,436.0,742.0,1178.0,0.37011886,0.62988114,36.51212,62.0,0.4967437944706969,14.0,AFC South,indoor,0.5956529885703579,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q7c9aq8rpremfygslmya",4258173,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q7c9aq8rpremfygslmya"
2021,00-0035835,N.Cottrell,RB,JAX,1,3.0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,,3.0,,0,Nathan Cottrell,RB,1.0,31.0,ACT,1,1,1.0,354.0,670.0,1024.0,0.34570312,0.6542969,73.20424,60.23529411764706,0.508349593707452,7.0,AFC South,outdoor,0.798172757475083,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p87tgkwcrzbzwdvzbjfn",3917812,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p87tgkwcrzbzwdvzbjfn"
2019,00-0035644,N.Fant,TE,DEN,3,-12.0,0,66,40,562.0,3,330.0,0,0,0,0.0,16,,-4.0,8.25,3,Noah Fant,TE,0.0,87.0,ACT,92,6,15.333333333333334,378.0,566.0,944.0,0.40042374,0.5995763,50.477005,59.0,0.5075706269349846,10.0,AFC West,outdoor,0.5859943703455154,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fe7fi7oi3jxthvf7siyf",4036131,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fe7fi7oi3jxthvf7siyf"
2020,00-0035644,N.Fant,TE,DEN,0,0.0,0,93,62,673.0,3,377.0,0,0,0,0.0,14,,,6.080645161290323,3,Noah Fant,TE,1.0,87.0,ACT,92,6,15.333333333333334,405.0,616.0,1021.0,0.39666992,0.6033301,69.34818,63.8125,0.5577404755761954,5.0,AFC West,outdoor,0.5984128103837473,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbzwxhdsynwom7ustooi",4036131,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbzwxhdsynwom7ustooi"
2021,00-0035644,N.Fant,TE,DEN,0,0.0,0,90,68,670.0,4,319.0,0,0,0,0.0,16,,,4.691176470588236,4,Noah Fant,TE,2.0,87.0,ACT,92,6,15.333333333333334,427.0,605.0,1032.0,0.41375968,0.5862403,56.299927,60.70588235294117,0.4724776184983797,11.0,AFC West,outdoor,0.4242058960368819,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzdt60x8wmllrtjpxfsr",4036131,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzdt60x8wmllrtjpxfsr"
2022,00-0035644,N.Fant,TE,SEA,0,0.0,0,65,51,497.0,4,232.0,0,0,0,0.0,18,,,4.549019607843137,4,Noah Fant,TE,3.0,87.0,ACT,92,6,15.333333333333334,402.0,695.0,1097.0,0.36645398,0.63354605,52.258717,60.94444444444444,0.4727038183694529,11.0,NFC West,outdoor,0.6985172981878089,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",4036131,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy"
2023,00-0035644,N.Fant,TE,SEA,0,0.0,0,43,32,414.0,0,177.0,0,0,0,0.0,14,,,5.53125,0,Noah Fant,TE,4.0,87.0,ACT,92,6,15.333333333333334,348.0,636.0,984.0,0.35365853,0.64634144,62.07746,57.88235294117647,0.4971306582488517,5.0,NFC West,outdoor,0.6394367682733888,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",4036131,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy"
2024,00-0035644,N.Fant,TE,SEA,0,0.0,0,64,48,500.0,1,277.0,0,0,0,0.0,14,,,5.770833333333333,1,Noah Fant,TE,5.0,87.0,ACT,92,6,15.333333333333334,345.0,673.0,1018.0,0.3388998,0.6611002,43.293674,59.88235294117647,0.4867004593375017,10.0,NFC West,outdoor,0.5306475531389026,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy",4036131,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1gqasldrg3jumzdqjvy"
2018,00-0029567,N.Foles,QB,PHI,12,16.0,1,1,1,15.0,0,7.0,10,184,266,1880.0,7,0.6917293233082706,1.3333333333333333,7.0,11,Nick Foles,QB,6.0,9.0,ACT,23,5,4.6,411.0,727.0,1138.0,0.36115992,0.6388401,65.25153,63.22222222222222,0.5329890971983335,9.0,NFC East,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/urh5iskpc9copfq79exn",14877,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/urh5iskpc9copfq79exn"
2019,00-0029567,N.Foles,QB,JAX,4,23.0,0,0,0,0.0,0,0.0,3,77,117,736.0,4,0.6581196581196581,5.75,,3,Nick Foles,QB,7.0,7.0,ACT,23,5,4.6,326.0,690.0,1016.0,0.32086614,0.67913383,61.131565,63.5,0.4841747828517372,10.0,AFC South,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/urh5iskpc9copfq79exn",14877,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/urh5iskpc9copfq79exn"
2020,00-0029567,N.Foles,QB,CHI,16,1.0,1,0,0,0.0,0,0.0,10,202,312,1852.0,9,0.6474358974358975,0.0625,,11,Nick Foles,QB,8.0,9.0,ACT,23,5,4.6,380.0,703.0,1083.0,0.3508772,0.64912283,68.71866,63.70588235294117,0.4944252210688197,11.0,NFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qnt1kn2mouanpxvdvzvh",14877,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qnt1kn2mouanpxvdvzvh"
2021,00-0029567,N.Foles,QB,CHI,4,8.0,0,0,0,0.0,0,0.0,1,24,35,250.0,1,0.6857142857142857,2.0,,1,Nick Foles,QB,9.0,9.0,ACT,23,5,4.6,408.0,659.0,1067.0,0.38238052,0.6176195,36.133533,62.76470588235294,0.5124269728531248,10.0,NFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cl5f9jocw6sug2tclb79",14877,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cl5f9jocw6sug2tclb79"
2022,00-0029567,N.Foles,QB,IND,2,8.0,0,0,0,0.0,0,0.0,0,25,42,225.0,2,0.5952380952380952,4.0,,0,Nick Foles,QB,10.0,9.0,INA,23,5,4.6,411.0,689.0,1100.0,0.37363636,0.62636364,36.989517,64.70588235294117,0.4991207835043202,14.0,AFC South,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dxuz2ir773wylutxo7zs",14877,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dxuz2ir773wylutxo7zs"
2021,00-0036637,N.Gray,TE,KC,0,0.0,0,14,9,50.0,1,23.0,0,0,0,0.0,9,,,2.555555555555556,1,Noah Gray,TE,0.0,83.0,ACT,67,4,16.75,424.0,897.0,1321.0,0.32096896,0.679031,79.15987,66.05,0.5319254017396432,12.0,AFC West,outdoor,0.6802884615384616,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dzjfasdzid8lfjwsbjfi",4240472,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dzjfasdzid8lfjwsbjfi"
2022,00-0036637,N.Gray,TE,KC,2,1.0,1,38,31,336.0,1,202.0,0,0,0,0.0,20,,0.5,6.516129032258065,2,Noah Gray,TE,1.0,83.0,ACT,67,4,16.75,423.0,844.0,1267.0,0.3338595,0.6661405,85.546425,63.35,0.4778353973168214,8.0,AFC West,outdoor,0.6166815210932859,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rspbrsndlngbhc78ldow",4240472,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rspbrsndlngbhc78ldow"
2023,00-0036637,N.Gray,TE,KC,1,1.0,0,52,36,371.0,2,168.0,0,0,0,0.0,20,,1.0,4.666666666666667,2,Noah Gray,TE,2.0,83.0,ACT,67,4,16.75,440.0,882.0,1322.0,0.33282906,0.66717094,82.73301,62.95238095238095,0.5123642439431914,10.0,AFC West,outdoor,0.5956147070088089,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfwc5wzyawwhpwphz2hv",4240472,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfwc5wzyawwhpwphz2hv"
2024,00-0036637,N.Gray,TE,KC,1,-4.0,0,53,44,452.0,5,214.0,0,0,0,0.0,18,,-4.0,4.863636363636363,5,Noah Gray,TE,3.0,83.0,ACT,67,4,16.75,438.0,790.0,1228.0,0.35667753,0.64332247,56.569695,61.4,0.5115963929431422,6.0,AFC West,outdoor,0.6523858592263792,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erihh0eiq4m76k2ejvax",4240472,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erihh0eiq4m76k2ejvax"
2021,00-0036893,N.Harris,RB,PIT,319,1229.0,7,96,76,466.0,3,508.0,0,0,0,0.0,18,,3.852664576802508,6.684210526315789,10,Najee Harris,RB,0.0,22.0,ACT,71,4,17.75,410.0,756.0,1166.0,0.3516295,0.6483705,68.4622,64.77777777777777,0.5249673748641757,7.0,AFC North,outdoor,0.6245284522607726,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwcct10u7lfzsgtaoqce",4241457,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwcct10u7lfzsgtaoqce"
2022,00-0036893,N.Harris,RB,PIT,272,1034.0,7,53,41,229.0,3,207.0,0,1,1,4.0,17,1.0,3.801470588235294,5.048780487804878,10,Najee Harris,RB,1.0,22.0,ACT,71,4,17.75,459.0,642.0,1101.0,0.41689372,0.5831063,62.6784,64.76470588235294,0.5080252534450312,9.0,AFC North,outdoor,0.6399100257069409,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lj0qlwa2pvyrihyiriox",4241457,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lj0qlwa2pvyrihyiriox"
2023,00-0036893,N.Harris,RB,PIT,267,1072.0,8,41,31,185.0,0,185.0,0,0,0,0.0,18,,4.01498127340824,5.967741935483871,8,Najee Harris,RB,2.0,22.0,ACT,71,4,17.75,463.0,607.0,1070.0,0.4327103,0.5672897,61.0524,59.44444444444444,0.5349711424530825,6.0,AFC North,outdoor,0.6426515079576585,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hj3n6gjshilgmesahdxs",4241457,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hj3n6gjshilgmesahdxs"
2024,00-0036893,N.Harris,RB,PIT,269,1060.0,6,51,39,324.0,0,378.0,0,0,0,0.0,18,,3.940520446096654,9.692307692307692,6,Najee Harris,RB,3.0,22.0,ACT,71,4,17.75,488.0,622.0,1110.0,0.43963963,0.5603604,38.71519,61.66666666666666,0.5053905187806117,9.0,AFC North,outdoor,0.7651389593550934,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdyv1dfyb1w0tmvnkp3v",4241457,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdyv1dfyb1w0tmvnkp3v"
2019,00-0035624,N.Harry,TE,NE,6,56.0,0,31,14,126.0,2,45.0,0,0,0,0.0,8,,9.333333333333334,3.2142857142857144,2,,,,,,36,4,9.0,451.0,690.0,1141.0,0.3952673,0.6047327,79.818306,67.11764705882354,0.4674378781440337,10.0,AFC East,outdoor,0.5523076923076924,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpgprrbdxbxhumgqfbf4",4047839,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpgprrbdxbxhumgqfbf4"
2020,00-0035624,N.Harry,TE,NE,2,0.0,0,57,33,309.0,2,105.0,0,0,0,0.0,13,,0.0,3.1818181818181817,2,,,,,,36,4,9.0,468.0,500.0,968.0,0.48347107,0.5165289,48.901985,60.5,0.5174820476436188,5.0,AFC East,outdoor,0.5942028985507246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/btk6zy5hg3kulr1g7kfh",4047839,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/btk6zy5hg3kulr1g7kfh"
2021,00-0035624,N.Harry,WR,NE,0,0.0,0,22,12,184.0,0,25.0,0,0,0,0.0,9,,,2.083333333333333,0,N'Keal Harry,WR,2.0,1.0,ACT,36,4,9.0,476.0,621.0,1097.0,0.43391067,0.56608933,71.21648,60.94444444444444,0.4817108129801628,14.0,AFC East,outdoor,0.7454057570336641,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mkmpcg8czmkafk56prus",4047839,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mkmpcg8czmkafk56prus"
2022,00-0035624,N.Harry,WR,CHI,0,0.0,0,9,7,116.0,1,16.0,0,0,0,0.0,6,,,2.2857142857142856,1,N'Keal Harry,WR,3.0,8.0,ACT,36,4,9.0,476.0,509.0,985.0,0.48324874,0.5167513,12.246025,57.94117647058823,0.554348529917643,14.0,NFC North,outdoor,0.4976741654571843,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rtyhxwhkwczkl1g0pcin",4047839,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rtyhxwhkwczkl1g0pcin"
2018,00-0034367,N.Hines,RB,IND,88,338.0,2,81,63,425.0,2,349.0,0,0,0,0.0,17,,3.840909090909091,5.53968253968254,4,Nyheim Hines,RB,0.0,21.0,ACT,103,5,20.6,404.0,762.0,1166.0,0.3464837,0.6535163,91.8102,64.77777777777777,0.486355970263349,9.0,AFC South,indoor,0.580975954738331,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsvodvfsjkzc0ii9vn2n",3916430,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsvodvfsjkzc0ii9vn2n"
2021,00-0034367,N.Hines,RB,IND,56,276.0,2,57,40,310.0,1,286.0,0,0,0,0.0,17,,4.928571428571429,7.15,3,Nyheim Hines,RB,3.0,21.0,ACT,103,5,20.6,461.0,583.0,1044.0,0.44157088,0.5584291,66.64005,61.41176470588236,0.4856746826697655,14.0,AFC South,indoor,0.5120155038759691,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1foexzq6kbx6ndgl3nf",3916430,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1foexzq6kbx6ndgl3nf"
2022,00-0034367,N.Hines,RB,BUF,6,-3.0,0,12,7,64.0,1,49.0,0,0,0,0.0,18,,-0.5,7.0,1,Nyheim Hines,RB,4.0,20.0,ACT,103,5,20.6,398.0,753.0,1151.0,0.34578627,0.6542137,67.04495,63.94444444444444,0.4973808431754768,7.0,AFC East,outdoor,0.456900352733686,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpyshlxwaum0ezoshadf",3916430,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpyshlxwaum0ezoshadf"
2022,00-0034367,N.Hines,RB,IND,18,36.0,1,28,25,188.0,0,145.0,0,0,0,0.0,18,,2.0,5.8,1,,,,,,103,5,20.6,411.0,689.0,1100.0,0.37363636,0.62636364,36.989517,64.70588235294117,0.4991207835043202,14.0,AFC South,indoor,0.6330611524121114,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpyshlxwaum0ezoshadf",3916430,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpyshlxwaum0ezoshadf"
2020,00-0034192,N.Keizer,TE,KC,0,0.0,0,10,6,63.0,0,40.0,0,0,0,0.0,8,,,6.666666666666667,0,Nick Keizer,TE,2.0,48.0,ACT,8,1,8.0,400.0,831.0,1231.0,0.32493907,0.6750609,85.05137,64.78947368421052,0.5070791012619268,10.0,AFC West,outdoor,0.7000616712920136,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zuebnpizkvrjzmxlxf6v",4329472,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zuebnpizkvrjzmxlxf6v"
2021,00-0036582,N.McCrary,RB,BAL,1,-1.0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,,-1.0,,0,Nate McCrary,RB,0.0,47.0,DEV,1,1,1.0,434.0,743.0,1177.0,0.36873406,0.63126594,46.537148,69.23529411764706,0.524644367550942,8.0,AFC North,outdoor,0.6643050759347963,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/keywk7kutzxmshe8xzx9",,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/keywk7kutzxmshe8xzx9"
2019,00-0034367,N.Miller-Hines,RB,IND,52,199.0,2,58,44,320.0,0,315.0,0,0,0,0.0,16,,3.826923076923077,7.159090909090909,2,Nyheim Hines,RB,1.0,21.0,ACT,103,5,20.6,423.0,578.0,1001.0,0.4225774,0.57742256,66.20276,62.5625,0.4919872828517372,6.0,AFC South,indoor,0.5734813285148855,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsvodvfsjkzc0ii9vn2n",3916430,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsvodvfsjkzc0ii9vn2n"
2020,00-0034367,N.Miller-Hines,RB,IND,95,455.0,3,79,64,490.0,4,474.0,0,0,0,0.0,17,,4.789473684210527,7.40625,7,Nyheim Hines,RB,2.0,21.0,ACT,103,5,20.6,467.0,621.0,1088.0,0.42922795,0.57077205,86.04723,64.0,0.4483042959185738,7.0,AFC South,indoor,0.4611629881154499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsvodvfsjkzc0ii9vn2n",3916430,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsvodvfsjkzc0ii9vn2n"
2018,00-0033319,N.Mullens,QB,SF,18,-16.0,0,0,0,0.0,0,0.0,13,176,274,2277.0,8,0.6423357664233577,-0.8888888888888888,,13,Nick Mullens,QB,1.0,4.0,ACT,33,7,4.714285714285714,396.0,597.0,993.0,0.39879155,0.60120845,43.142384,62.0625,0.486296547127623,11.0,NFC West,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuolpgkltrmxcstv4ac",3059989,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuolpgkltrmxcstv4ac"
2019,00-0033319,N.Mullens,QB,SF,3,-3.0,0,0,0,0.0,0,0.0,0,0,0,0.0,1,,-1.0,,0,Nick Mullens,QB,2.0,4.0,ACT,33,7,4.714285714285714,570.0,593.0,1163.0,0.49011177,0.50988823,55.06772,61.21052631578947,0.5264583672804302,4.0,NFC West,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuolpgkltrmxcstv4ac",3059989,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuolpgkltrmxcstv4ac"
2020,00-0033319,N.Mullens,QB,SF,9,8.0,0,0,0,0.0,0,0.0,12,211,326,2437.0,10,0.647239263803681,0.8888888888888888,,12,Nick Mullens,QB,3.0,4.0,RES,33,7,4.714285714285714,421.0,619.0,1040.0,0.4048077,0.5951923,59.164993,65.0,0.532670332387341,11.0,NFC West,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuolpgkltrmxcstv4ac",3059989,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhuolpgkltrmxcstv4ac"
2021,00-0033319,N.Mullens,QB,CLE,0,0.0,0,0,0,0.0,0,0.0,1,20,30,147.0,1,0.6666666666666666,,,1,Nick Mullens,QB,4.0,9.0,ACT,33,7,4.714285714285714,443.0,600.0,1043.0,0.42473635,0.5752637,41.977657,61.35294117647059,0.5000109847860713,13.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dlewtpgr9e04k092p3k0",3059989,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dlewtpgr9e04k092p3k0"
